 x,y,c (mol/m^3)
77,-114,1.00E-04
78,-114,1.00E-04
79,-114,1.00E-04
80,-114,1.00E-04
81,-114,1.00E-04
82,-114,1.00E-04
83,-114,1.00E-04
84,-114,1.00E-04
85,-114,1.00E-04
86,-114,1.00E-04
87,-114,1.00E-04
88,-114,1.00E-04
89,-114,1.00E-04
90,-114,1.00E-04
91,-114,1.00E-04
92,-114,1.00E-04
93,-114,1.00E-04
94,-114,1.00E-04
95,-114,1.00E-04
96,-114,1.00E-04
97,-114,1.00E-04
98,-114,1.00E-04
99,-114,1.00E-04
100,-114,1.00E-04
101,-114,1.00E-04
102,-114,1.00E-04
103,-114,1.00E-04
104,-114,1.00E-04
105,-114,1.00E-04
106,-114,1.00E-04
107,-114,1.00E-04
108,-114,1.00E-04
109,-114,1.00E-04
110,-114,1.00E-04
111,-114,1.00E-04
112,-114,1.00E-04
113,-114,1.00E-04
114,-114,1.00E-04
115,-114,1.00E-04
-115,-113,1.00E-04
-114,-113,1.00E-04
-113,-113,1.00E-04
-112,-113,1.00E-04
-111,-113,1.00E-04
-110,-113,1.00E-04
-109,-113,1.00E-04
-108,-113,1.00E-04
-107,-113,1.00E-04
-106,-113,1.00E-04
-105,-113,1.00E-04
-104,-113,1.00E-04
-103,-113,1.00E-04
-102,-113,1.00E-04
-101,-113,1.00E-04
-100,-113,1.00E-04
-99,-113,1.00E-04
-98,-113,1.00E-04
-97,-113,1.00E-04
-96,-113,1.00E-04
-95,-113,1.00E-04
-94,-113,1.00E-04
-93,-113,1.00E-04
-92,-113,1.00E-04
-91,-113,1.00E-04
-90,-113,1.00E-04
-89,-113,1.00E-04
-88,-113,1.00E-04
-87,-113,1.00E-04
-86,-113,1.00E-04
-85,-113,1.00E-04
-84,-113,1.00E-04
-83,-113,1.00E-04
-82,-113,1.00E-04
-81,-113,1.00E-04
-80,-113,1.00E-04
-79,-113,1.00E-04
-78,-113,1.00E-04
-77,-113,1.00E-04
-76,-113,1.00E-04
-75,-113,1.00E-04
-74,-113,1.00E-04
-73,-113,1.00E-04
-72,-113,1.00E-04
-71,-113,1.00E-04
-70,-113,1.00E-04
-69,-113,1.00E-04
-68,-113,1.00E-04
-67,-113,1.00E-04
-66,-113,1.00E-04
-65,-113,1.00E-04
-64,-113,1.00E-04
-63,-113,1.00E-04
-62,-113,1.00E-04
-61,-113,1.00E-04
-60,-113,1.00E-04
-59,-113,1.00E-04
-58,-113,1.00E-04
-57,-113,1.00E-04
-56,-113,1.00E-04
-55,-113,1.00E-04
-54,-113,1.00E-04
-53,-113,1.00E-04
-52,-113,1.00E-04
-51,-113,1.00E-04
-50,-113,1.00E-04
-49,-113,1.00E-04
-48,-113,1.00E-04
-47,-113,1.00E-04
-46,-113,1.00E-04
-45,-113,1.00E-04
-44,-113,1.00E-04
-43,-113,1.00E-04
-42,-113,1.00E-04
-41,-113,1.00E-04
-40,-113,1.00E-04
-39,-113,1.00E-04
-38,-113,1.00E-04
-37,-113,1.00E-04
-36,-113,1.00E-04
-35,-113,1.00E-04
-34,-113,1.00E-04
-33,-113,1.00E-04
-32,-113,1.00E-04
-31,-113,1.00E-04
-30,-113,1.00E-04
-29,-113,1.00E-04
-28,-113,1.00E-04
-27,-113,1.00E-04
-26,-113,1.00E-04
-25,-113,1.00E-04
-24,-113,1.00E-04
-23,-113,1.00E-04
-22,-113,1.00E-04
-21,-113,1.00E-04
-20,-113,1.00E-04
-19,-113,1.00E-04
-18,-113,1.00E-04
-17,-113,1.00E-04
-16,-113,1.00E-04
-15,-113,1.00E-04
-14,-113,1.00E-04
-13,-113,1.00E-04
-12,-113,1.00E-04
-11,-113,1.00E-04
-10,-113,1.00E-04
-9,-113,1.00E-04
-8,-113,1.00E-04
-7,-113,1.00E-04
-6,-113,1.00E-04
-5,-113,1.00E-04
-4,-113,1.00E-04
-3,-113,1.00E-04
-2,-113,1.00E-04
-1,-113,1.00E-04
0,-113,1.00E-04
1,-113,1.00E-04
2,-113,1.00E-04
3,-113,1.00E-04
4,-113,1.00E-04
5,-113,1.00E-04
6,-113,1.00E-04
7,-113,1.00E-04
8,-113,1.00E-04
9,-113,1.00E-04
10,-113,1.00E-04
11,-113,1.00E-04
12,-113,1.00E-04
13,-113,1.00E-04
14,-113,1.00E-04
15,-113,1.00E-04
16,-113,1.00E-04
17,-113,1.00E-04
18,-113,1.00E-04
19,-113,1.00E-04
20,-113,1.00E-04
21,-113,1.00E-04
22,-113,1.00E-04
23,-113,1.00E-04
24,-113,1.00E-04
25,-113,1.00E-04
26,-113,1.00E-04
27,-113,1.00E-04
28,-113,1.00E-04
29,-113,1.00E-04
30,-113,1.00E-04
31,-113,1.00E-04
32,-113,1.00E-04
33,-113,1.00E-04
34,-113,1.00E-04
35,-113,1.00E-04
36,-113,1.00E-04
37,-113,1.00E-04
38,-113,1.00E-04
39,-113,1.00E-04
40,-113,1.00E-04
41,-113,1.00E-04
42,-113,1.00E-04
43,-113,1.00E-04
44,-113,1.00E-04
45,-113,1.00E-04
46,-113,1.00E-04
47,-113,1.00E-04
48,-113,1.00E-04
49,-113,1.00E-04
50,-113,1.00E-04
51,-113,1.00E-04
52,-113,1.00E-04
53,-113,1.00E-04
54,-113,1.00E-04
55,-113,1.00E-04
56,-113,1.00E-04
57,-113,1.00E-04
58,-113,1.00E-04
59,-113,1.00E-04
60,-113,1.00E-04
61,-113,1.00E-04
62,-113,1.00E-04
63,-113,1.00E-04
64,-113,1.00E-04
65,-113,1.00E-04
66,-113,1.00E-04
67,-113,1.00E-04
68,-113,1.00E-04
69,-113,1.00E-04
70,-113,1.00E-04
71,-113,1.00E-04
72,-113,1.00E-04
73,-113,1.00E-04
74,-113,1.00E-04
75,-113,1.00E-04
76,-113,1.00E-04
77,-113,1.00E-04
78,-113,1.00E-04
79,-113,1.00E-04
80,-113,1.00E-04
81,-113,1.00E-04
82,-113,1.00E-04
83,-113,1.00E-04
84,-113,1.00E-04
85,-113,1.00E-04
86,-113,1.00E-04
87,-113,1.00E-04
88,-113,1.00E-04
89,-113,1.00E-04
90,-113,1.00E-04
91,-113,1.00E-04
92,-113,1.00E-04
93,-113,1.00E-04
94,-113,1.00E-04
95,-113,1.00E-04
96,-113,1.00E-04
97,-113,1.00E-04
98,-113,1.00E-04
99,-113,1.00E-04
100,-113,1.00E-04
101,-113,1.00E-04
102,-113,1.00E-04
103,-113,1.00E-04
104,-113,1.00E-04
105,-113,1.00E-04
106,-113,1.00E-04
107,-113,1.00E-04
108,-113,1.00E-04
109,-113,1.00E-04
110,-113,1.00E-04
111,-113,1.00E-04
112,-113,1.00E-04
113,-113,1.00E-04
114,-113,1.00E-04
115,-113,1.00E-04
-115,-112,1.00E-04
-114,-112,1.00E-04
-113,-112,1.00E-04
-112,-112,1.00E-04
-111,-112,1.00E-04
-110,-112,1.00E-04
-109,-112,1.00E-04
-108,-112,1.00E-04
-107,-112,1.00E-04
-106,-112,1.00E-04
-105,-112,1.00E-04
-104,-112,1.00E-04
-103,-112,1.00E-04
-102,-112,1.00E-04
-101,-112,1.00E-04
-100,-112,1.00E-04
-99,-112,1.00E-04
-98,-112,1.00E-04
-97,-112,1.00E-04
-96,-112,1.00E-04
-95,-112,1.00E-04
-94,-112,1.00E-04
-93,-112,1.00E-04
-92,-112,1.00E-04
-91,-112,1.00E-04
-90,-112,1.00E-04
-89,-112,1.00E-04
-88,-112,1.00E-04
-87,-112,1.00E-04
-86,-112,1.00E-04
-85,-112,1.00E-04
-84,-112,1.00E-04
-83,-112,1.00E-04
-82,-112,1.00E-04
-81,-112,1.00E-04
-80,-112,1.00E-04
-79,-112,1.00E-04
-78,-112,1.00E-04
-77,-112,1.00E-04
-76,-112,1.00E-04
-75,-112,1.00E-04
-74,-112,1.00E-04
-73,-112,1.00E-04
-72,-112,1.00E-04
-71,-112,1.00E-04
-70,-112,1.00E-04
-69,-112,1.00E-04
-68,-112,1.00E-04
-67,-112,1.00E-04
-66,-112,1.00E-04
-65,-112,1.00E-04
-64,-112,1.00E-04
-63,-112,1.00E-04
-62,-112,1.00E-04
-61,-112,1.00E-04
-60,-112,1.00E-04
-59,-112,1.00E-04
-58,-112,1.00E-04
-57,-112,1.00E-04
-56,-112,1.00E-04
-55,-112,1.00E-04
-54,-112,1.00E-04
-53,-112,1.00E-04
-52,-112,1.00E-04
-51,-112,1.00E-04
-50,-112,1.00E-04
-49,-112,1.00E-04
-48,-112,1.00E-04
-47,-112,1.00E-04
-46,-112,1.00E-04
-45,-112,1.00E-04
-44,-112,1.00E-04
-43,-112,1.00E-04
-42,-112,1.00E-04
-41,-112,1.00E-04
-40,-112,1.00E-04
-39,-112,1.00E-04
-38,-112,1.00E-04
-37,-112,1.00E-04
-36,-112,1.00E-04
-35,-112,1.00E-04
-34,-112,1.00E-04
-33,-112,1.00E-04
-32,-112,1.00E-04
-31,-112,1.00E-04
-30,-112,1.00E-04
-29,-112,1.00E-04
-28,-112,1.00E-04
-27,-112,1.00E-04
-26,-112,1.00E-04
-25,-112,1.00E-04
-24,-112,1.00E-04
-23,-112,1.00E-04
-22,-112,1.00E-04
-21,-112,1.00E-04
-20,-112,1.00E-04
-19,-112,1.00E-04
-18,-112,1.00E-04
-17,-112,1.00E-04
-16,-112,1.00E-04
-15,-112,1.00E-04
-14,-112,1.00E-04
-13,-112,1.00E-04
-12,-112,1.00E-04
-11,-112,1.00E-04
-10,-112,1.00E-04
-9,-112,1.00E-04
-8,-112,1.00E-04
-7,-112,1.00E-04
-6,-112,1.00E-04
-5,-112,1.00E-04
-4,-112,1.00E-04
-3,-112,1.00E-04
-2,-112,1.00E-04
-1,-112,1.00E-04
0,-112,1.00E-04
1,-112,1.00E-04
2,-112,1.00E-04
3,-112,1.00E-04
4,-112,1.00E-04
5,-112,1.00E-04
6,-112,1.00E-04
7,-112,1.00E-04
8,-112,1.00E-04
9,-112,1.00E-04
10,-112,1.00E-04
11,-112,1.00E-04
12,-112,1.00E-04
13,-112,1.00E-04
14,-112,1.00E-04
15,-112,1.00E-04
16,-112,1.00E-04
17,-112,1.00E-04
18,-112,1.00E-04
19,-112,1.00E-04
20,-112,1.00E-04
21,-112,1.00E-04
22,-112,1.00E-04
23,-112,1.00E-04
24,-112,1.00E-04
25,-112,1.00E-04
26,-112,1.00E-04
27,-112,1.00E-04
28,-112,1.00E-04
29,-112,1.00E-04
30,-112,1.00E-04
31,-112,1.00E-04
32,-112,1.00E-04
33,-112,1.00E-04
34,-112,1.00E-04
35,-112,1.00E-04
36,-112,1.00E-04
37,-112,1.00E-04
38,-112,1.00E-04
39,-112,1.00E-04
40,-112,1.00E-04
41,-112,1.00E-04
42,-112,1.00E-04
43,-112,1.00E-04
44,-112,1.00E-04
45,-112,1.00E-04
46,-112,1.00E-04
47,-112,1.00E-04
48,-112,1.00E-04
49,-112,1.00E-04
50,-112,1.00E-04
51,-112,1.00E-04
52,-112,1.00E-04
53,-112,1.00E-04
54,-112,1.00E-04
55,-112,1.00E-04
56,-112,1.00E-04
57,-112,1.00E-04
58,-112,1.00E-04
59,-112,1.00E-04
60,-112,1.00E-04
61,-112,1.00E-04
62,-112,1.00E-04
63,-112,1.00E-04
64,-112,1.00E-04
65,-112,1.00E-04
66,-112,1.00E-04
67,-112,1.00E-04
68,-112,1.00E-04
69,-112,1.00E-04
70,-112,1.00E-04
71,-112,1.00E-04
72,-112,1.00E-04
73,-112,1.00E-04
74,-112,1.00E-04
75,-112,1.00E-04
76,-112,1.00E-04
77,-112,1.00E-04
78,-112,1.00E-04
79,-112,1.00E-04
80,-112,1.00E-04
81,-112,1.00E-04
82,-112,1.00E-04
83,-112,1.00E-04
84,-112,1.00E-04
85,-112,1.00E-04
86,-112,1.00E-04
87,-112,1.00E-04
88,-112,1.00E-04
89,-112,1.00E-04
90,-112,1.00E-04
91,-112,1.00E-04
92,-112,1.00E-04
93,-112,1.00E-04
94,-112,1.00E-04
95,-112,1.00E-04
96,-112,1.00E-04
97,-112,1.00E-04
98,-112,1.00E-04
99,-112,1.00E-04
100,-112,1.00E-04
101,-112,1.00E-04
102,-112,1.00E-04
103,-112,1.00E-04
104,-112,1.00E-04
105,-112,1.00E-04
106,-112,1.00E-04
107,-112,1.00E-04
108,-112,1.00E-04
109,-112,1.00E-04
110,-112,1.00E-04
111,-112,1.00E-04
112,-112,1.00E-04
113,-112,1.00E-04
114,-112,1.00E-04
115,-112,1.00E-04
-115,-111,1.00E-04
-114,-111,1.00E-04
-113,-111,1.00E-04
-112,-111,1.00E-04
-111,-111,1.00E-04
-110,-111,1.00E-04
-109,-111,1.00E-04
-108,-111,1.00E-04
-107,-111,1.00E-04
-106,-111,1.00E-04
-105,-111,1.00E-04
-104,-111,1.00E-04
-103,-111,1.00E-04
-102,-111,1.00E-04
-101,-111,1.00E-04
-100,-111,1.00E-04
-99,-111,1.00E-04
-98,-111,1.00E-04
-97,-111,1.00E-04
-96,-111,1.00E-04
-95,-111,1.00E-04
-94,-111,1.00E-04
-93,-111,1.00E-04
-92,-111,1.00E-04
-91,-111,1.00E-04
-90,-111,1.00E-04
-89,-111,1.00E-04
-88,-111,1.00E-04
-87,-111,1.00E-04
-86,-111,1.00E-04
-85,-111,1.00E-04
-84,-111,1.00E-04
-83,-111,1.00E-04
-82,-111,1.00E-04
-81,-111,1.00E-04
-80,-111,1.00E-04
-79,-111,1.00E-04
-78,-111,1.00E-04
-77,-111,1.00E-04
-76,-111,1.00E-04
-75,-111,1.00E-04
-74,-111,1.00E-04
-73,-111,1.00E-04
-72,-111,1.00E-04
-71,-111,1.00E-04
-70,-111,1.00E-04
-69,-111,1.00E-04
-68,-111,1.00E-04
-67,-111,1.00E-04
-66,-111,1.00E-04
-65,-111,1.00E-04
-64,-111,1.00E-04
-63,-111,1.00E-04
-62,-111,1.00E-04
-61,-111,1.00E-04
-60,-111,1.00E-04
-59,-111,1.00E-04
-58,-111,1.00E-04
-57,-111,1.00E-04
-56,-111,1.00E-04
-55,-111,1.00E-04
-54,-111,1.00E-04
-53,-111,1.00E-04
-52,-111,1.00E-04
-51,-111,1.00E-04
-50,-111,1.00E-04
-49,-111,1.00E-04
-48,-111,1.00E-04
-47,-111,1.00E-04
-46,-111,1.00E-04
-45,-111,1.00E-04
-44,-111,1.00E-04
-43,-111,1.00E-04
-42,-111,1.00E-04
-41,-111,1.00E-04
-40,-111,1.00E-04
-39,-111,1.00E-04
-38,-111,1.00E-04
-37,-111,1.00E-04
-36,-111,1.00E-04
-35,-111,1.00E-04
-34,-111,1.00E-04
-33,-111,1.00E-04
-32,-111,1.00E-04
-31,-111,1.00E-04
-30,-111,1.00E-04
-29,-111,1.00E-04
-28,-111,1.00E-04
-27,-111,1.00E-04
-26,-111,1.00E-04
-25,-111,1.00E-04
-24,-111,1.00E-04
-23,-111,1.00E-04
-22,-111,1.00E-04
-21,-111,1.00E-04
-20,-111,1.00E-04
-19,-111,1.00E-04
-18,-111,1.00E-04
-17,-111,1.00E-04
-16,-111,1.00E-04
-15,-111,1.00E-04
-14,-111,1.00E-04
-13,-111,1.00E-04
-12,-111,1.00E-04
-11,-111,1.00E-04
-10,-111,1.00E-04
-9,-111,1.00E-04
-8,-111,1.00E-04
-7,-111,1.00E-04
-6,-111,1.00E-04
-5,-111,1.00E-04
-4,-111,1.00E-04
-3,-111,1.00E-04
-2,-111,1.00E-04
-1,-111,1.00E-04
0,-111,1.00E-04
1,-111,1.00E-04
2,-111,1.00E-04
3,-111,1.00E-04
4,-111,1.00E-04
5,-111,1.00E-04
6,-111,1.00E-04
7,-111,1.00E-04
8,-111,1.00E-04
9,-111,1.00E-04
10,-111,1.00E-04
11,-111,1.00E-04
12,-111,1.00E-04
13,-111,1.00E-04
14,-111,1.00E-04
15,-111,1.00E-04
16,-111,1.00E-04
17,-111,1.00E-04
18,-111,1.00E-04
19,-111,1.00E-04
20,-111,1.00E-04
21,-111,1.00E-04
22,-111,1.00E-04
23,-111,1.00E-04
24,-111,1.00E-04
25,-111,1.00E-04
26,-111,1.00E-04
27,-111,1.00E-04
28,-111,1.00E-04
29,-111,1.00E-04
30,-111,1.00E-04
31,-111,1.00E-04
32,-111,1.00E-04
33,-111,1.00E-04
34,-111,1.00E-04
35,-111,1.00E-04
36,-111,1.00E-04
37,-111,1.00E-04
38,-111,1.00E-04
39,-111,1.00E-04
40,-111,1.00E-04
41,-111,1.00E-04
42,-111,1.00E-04
43,-111,1.00E-04
44,-111,1.00E-04
45,-111,1.00E-04
46,-111,1.00E-04
47,-111,1.00E-04
48,-111,1.00E-04
49,-111,1.00E-04
50,-111,1.00E-04
51,-111,1.00E-04
52,-111,1.00E-04
53,-111,1.00E-04
54,-111,1.00E-04
55,-111,1.00E-04
56,-111,1.00E-04
57,-111,1.00E-04
58,-111,1.00E-04
59,-111,1.00E-04
60,-111,1.00E-04
61,-111,1.00E-04
62,-111,1.00E-04
63,-111,1.00E-04
64,-111,1.00E-04
65,-111,1.00E-04
66,-111,1.00E-04
67,-111,1.00E-04
68,-111,1.00E-04
69,-111,1.00E-04
70,-111,1.00E-04
71,-111,1.00E-04
72,-111,1.00E-04
73,-111,1.00E-04
74,-111,1.00E-04
